"Date","Location","Average Occupancy(%)","Active IDs Assigned to Sites","Total Badge Swipes"
"Apr 02,2020","Belfast","5.56","18","1"
"Apr 02,2020","Addlestone","3.7","81","3"
"Apr 02,2020","Taipei","8","25","2"
"Apr 02,2020","Singapore","8.82","68","6"
"Apr 02,2020","Riyadh","1.1","91","1"
"Apr 02,2020","Amsterdam","7.09","254","18"
"Apr 02,2020","Seoul, Korea","20.45","44","9"
"Apr 02,2020","Kuala Lumpur, Malaysia","3.45","29","1"
"Apr 02,2020","Tokyo, Japan (Shinjuku)","4.52","177","8"
"Apr 02,2020","Tokyo, Japan (Kyobashi)","14.29","35","5"
"Apr 02,2020","Milan","10.53","19","2"
"Apr 02,2020","India-Mumbai","4.17","24","1"
"Apr 02,2020","India Elnath Bldg 5","5.12","1896","97"
"Apr 02,2020","India-Electra, Bldg 4","3.24","1233","40"
"Apr 02,2020","India-Bagmane Tridib, Bldg 3","4.35","483","21"
"Apr 02,2020","Dublin","4.55","22","1"
"Apr 02,2020","Hong Kong","2.78","72","2"
"Apr 02,2020","America s Demo Pool- Sterling VA","50","4","2"
"Apr 02,2020","Madrid, Spain","2.5","40","1"
"Apr 02,2020","Munich","23.08","13","3"
"Apr 02,2020","Shanghai","38.1","42","16"
"Apr 02,2020","Guangzhou, China","31.58","19","6"
"Apr 02,2020","Beijing CSS","2.99","67","2"
"Apr 02,2020","Beijing R&D","81.21","149","121"
"Apr 02,2020","Kanata Optical (BTI Ottawa)","14.29","21","3"
"Apr 02,2020","Kanata (R&D)","7.84","51","4"
"Apr 02,2020","Brussels","50","2","1"
"Apr 02,2020","Sydney Sales","11.11","45","5"
"Apr 02,2020","Melbourne Sales","5.66","53","3"
"Apr 02,2020","Dubai","2.94","34","1"
"Apr 03,2020","Melbourne Sales","7.55","53","4"
"Apr 03,2020","Sydney Sales","8.89","45","4"
"Apr 03,2020","Brussels","50","2","1"
"Apr 03,2020","Kanata (R&D)","1.96","51","1"
"Apr 03,2020","Kanata Optical (BTI Ottawa)","9.52","21","2"
"Apr 03,2020","Beijing Sales","2.04","49","1"
"Apr 03,2020","Beijing R&D","75.17","149","112"
"Apr 03,2020","Beijing CSS","2.99","67","2"
"Apr 03,2020","Guangzhou, China","26.32","19","5"
"Apr 03,2020","Shanghai","16.67","42","7"
"Apr 03,2020","Munich","15.38","13","2"
"Apr 03,2020","America s Demo Pool- Sterling VA","75","4","3"
"Apr 03,2020","Paris, France","3.39","59","2"
"Apr 03,2020","Hong Kong","8.33","72","6"
"Apr 03,2020","India-Bagmane Tridib, Bldg 3","3.73","483","18"
"Apr 03,2020","India-Electra, Bldg 4","3.24","1233","40"
"Apr 03,2020","India Elnath Bldg 5","5.06","1896","96"
"Apr 03,2020","India-Mumbai","4.17","24","1"
"Apr 03,2020","Milan","10.53","19","2"
"Apr 03,2020","Tokyo, Japan (Kyobashi)","2.86","35","1"
"Apr 03,2020","Tokyo, Japan (Shinjuku)","4.52","177","8"
"Apr 03,2020","Seoul, Korea","9.09","44","4"
"Apr 03,2020","Amsterdam","5.91","254","15"
"Apr 03,2020","Singapore","11.76","68","8"
"Apr 03,2020","Stockholm","5.88","17","1"
"Apr 03,2020","Addlestone","2.47","81","2"
"Apr 03,2020","Belfast","11.11","18","2"
"Apr 03,2020","Bridgewater","8.82","34","3"
"Apr 03,2020","Cupertino, CA (Mist)","3.6","111","4"
"Apr 03,2020","London, UK","5.56","18","1"
"Apr 03,2020","Durham, NC","8.33","48","4"
"Apr 03,2020","Herndon, Bldg 1","11.9","126","15"
"Apr 03,2020","Quincy, WA GEO DC Bldg A","50","32","16"
"Apr 03,2020","SVL Building 5","21.88","64","14"
"Apr 03,2020","SVL Building 8","57.78","45","26"
"Apr 03,2020","SVL Building A","5.71","1260","72"
"Apr 03,2020","SVL Building B","4.64","1335","62"
"Apr 03,2020","Westford NEIC R&D","7.96","452","36"
"Apr 04,2020","Westford NEIC R&D","1.77","452","8"
"Apr 04,2020","SVL Building B","2.4","1335","32"
"Apr 04,2020","SVL Building A","2.14","1260","27"
"Apr 04,2020","SVL Building 8","26.67","45","12"
"Apr 04,2020","SVL Building 5","6.25","64","4"
"Apr 04,2020","Quincy, WA GEO DC Bldg A","12.5","32","4"
"Apr 04,2020","Herndon, Bldg 1","2.38","126","3"
"Apr 04,2020","Durham, NC","2.08","48","1"
"Apr 04,2020","Cupertino, CA (Mist)","0.9","111","1"
"Apr 04,2020","Dallas","5.88","17","1"
"Apr 04,2020","Bridgewater","2.94","34","1"
"Apr 04,2020","Addlestone","1.23","81","1"
"Apr 04,2020","Singapore","4.41","68","3"
"Apr 04,2020","Amsterdam","2.36","254","6"
"Apr 04,2020","Moscow","2.44","41","1"
"Apr 04,2020","Riyadh","2.2","91","2"
"Apr 04,2020","India-Mumbai","4.17","24","1"
"Apr 04,2020","India Elnath Bldg 5","4.06","1896","77"
"Apr 04,2020","India-Electra, Bldg 4","2.35","1233","29"
"Apr 04,2020","India-Bagmane Tridib, Bldg 3","3.52","483","17"
"Apr 04,2020","Paris, France","1.69","59","1"
"Apr 04,2020","Munich","7.69","13","1"
"Apr 04,2020","Wuhan R&D","20","5","1"
"Apr 04,2020","Beijing R&D","0.67","149","1"
"Apr 04,2020","Beijing Sales","2.04","49","1"
"Apr 04,2020","Kanata Optical (BTI Ottawa)","4.76","21","1"
"Apr 04,2020","Kanata (R&D)","3.92","51","2"
"Apr 04,2020","Dubai","5.88","34","2"
"Apr 05,2020","Kanata (R&D)","5.88","51","3"
"Apr 05,2020","Kanata Optical (BTI Ottawa)","4.76","21","1"
"Apr 05,2020","Beijing Sales","2.04","49","1"
"Apr 05,2020","Beijing R&D","2.68","149","4"
"Apr 05,2020","Beijing CSS","4.48","67","3"
"Apr 05,2020","Wuhan R&D","20","5","1"
"Apr 05,2020","Munich","7.69","13","1"
"Apr 05,2020","Shanghai","4.76","42","2"
"Apr 05,2020","Paris, France","1.69","59","1"
"Apr 05,2020","India-Bagmane Tridib, Bldg 3","3.11","483","15"
"Apr 05,2020","India-Electra, Bldg 4","2.03","1233","25"
"Apr 05,2020","India Elnath Bldg 5","4.11","1896","78"
"Apr 05,2020","India-Mumbai","4.17","24","1"
"Apr 05,2020","Seoul, Korea","2.27","44","1"
"Apr 05,2020","Tokyo, Japan (Shinjuku)","0.56","177","1"
"Apr 05,2020","Riyadh","1.1","91","1"
"Apr 05,2020","Amsterdam","1.57","254","4"
"Apr 05,2020","Singapore","2.94","68","2"
"Apr 05,2020","Addlestone","1.23","81","1"
"Apr 05,2020","Cupertino, CA (Mist)","1.8","111","2"
"Apr 05,2020","Durham, NC","2.08","48","1"
"Apr 05,2020","Herndon, Bldg 1","2.38","126","3"
"Apr 05,2020","Quincy, WA GEO DC Bldg A","9.38","32","3"
"Apr 05,2020","SVL Building 5","3.13","64","2"
"Apr 05,2020","SVL Building 8","17.78","45","8"
"Apr 05,2020","SVL Building A","0.63","1260","8"
"Apr 05,2020","SVL Building B","1.2","1335","16"
"Apr 05,2020","Westford NEIC R&D","1.11","452","5"
"Apr 06,2020","Westford NEIC R&D","6.86","452","31"
"Apr 06,2020","SVL Building B","4.64","1335","62"
"Apr 06,2020","SVL Building A","5.32","1260","67"
"Apr 06,2020","SVL Building 8","73.33","45","33"
"Apr 06,2020","SVL Building 5","34.38","64","22"
"Apr 06,2020","Quincy, WA GEO DC Bldg A","71.88","32","23"
"Apr 06,2020","Herndon, Bldg 1","9.52","126","12"
"Apr 06,2020","Durham, NC","6.25","48","3"
"Apr 06,2020","Cupertino, CA (Mist)","4.5","111","5"
"Apr 06,2020","Dallas","5.88","17","1"
"Apr 06,2020","Bridgewater","5.88","34","2"
"Apr 06,2020","Belfast","5.56","18","1"
"Apr 06,2020","Addlestone","2.47","81","2"
"Apr 06,2020","Taipei","56","25","14"
"Apr 06,2020","Singapore","10.29","68","7"
"Apr 06,2020","Amsterdam","7.09","254","18"
"Apr 06,2020","Moscow","2.44","41","1"
"Apr 06,2020","Riyadh","3.3","91","3"
"Apr 06,2020","Tokyo, Japan (Shinjuku)","8.47","177","15"
"Apr 06,2020","Seoul, Korea","25","44","11"
"Apr 06,2020","India-Mumbai","4.17","24","1"
"Apr 06,2020","Milan","10.53","19","2"
"Apr 06,2020","Tokyo, Japan (Kyobashi)","5.71","35","2"
"Apr 06,2020","India Elnath Bldg 5","5.12","1896","97"
"Apr 06,2020","India-Electra, Bldg 4","2.68","1233","33"
"Apr 06,2020","India-Bagmane Tridib, Bldg 3","2.9","483","14"
"Apr 06,2020","Hong Kong","8.33","72","6"
"Apr 06,2020","America s Demo Pool- Sterling VA","75","4","3"
"Apr 06,2020","Madrid, Spain","5","40","2"
"Apr 06,2020","Shanghai","7.14","42","3"
"Apr 06,2020","Munich","30.77","13","4"
"Apr 06,2020","Beijing R&D","3.36","149","5"
"Apr 06,2020","Beijing Sales","2.04","49","1"
"Apr 06,2020","Kanata Optical (BTI Ottawa)","9.52","21","2"
"Apr 06,2020","Kanata (R&D)","3.92","51","2"
"Apr 06,2020","Brussels","50","2","1"
"Apr 06,2020","Sydney Sales","15.56","45","7"
"Apr 06,2020","Melbourne Sales","7.55","53","4"
"Apr 07,2020","Melbourne Sales","9.43","53","5"
"Apr 07,2020","Sydney Sales","8.89","45","4"
"Apr 07,2020","Brussels","50","2","1"
"Apr 07,2020","Kanata (R&D)","1.96","51","1"
"Apr 07,2020","Kanata Optical (BTI Ottawa)","9.52","21","2"
"Apr 07,2020","Beijing Sales","4.08","49","2"
"Apr 07,2020","Beijing R&D","87.25","149","130"
"Apr 07,2020","Beijing CSS","2.99","67","2"
"Apr 07,2020","Munich","7.69","13","1"
"Apr 07,2020","Shanghai","30.95","42","13"
"Apr 07,2020","Guangzhou, China","26.32","19","5"
"Apr 07,2020","Madrid, Spain","5","40","2"
"Apr 07,2020","America s Demo Pool- Sterling VA","100","4","4"
"Apr 07,2020","Paris, France","1.69","59","1"
"Apr 07,2020","Hong Kong","9.72","72","7"
"Apr 07,2020","India-Bagmane Tridib, Bldg 3","2.9","483","14"
"Apr 07,2020","India-Electra, Bldg 4","2.92","1233","36"
"Apr 07,2020","India Elnath Bldg 5","5.12","1896","97"
"Apr 07,2020","Tokyo, Japan (Kyobashi)","2.86","35","1"
"Apr 07,2020","Milan","10.53","19","2"
"Apr 07,2020","India-Mumbai","4.17","24","1"
"Apr 07,2020","Seoul, Korea","13.64","44","6"
"Apr 07,2020","Tokyo, Japan (Shinjuku)","5.65","177","10"
"Apr 07,2020","Amsterdam","4.72","254","12"
"Apr 07,2020","Singapore","1.47","68","1"
"Apr 07,2020","Stockholm","5.88","17","1"
"Apr 07,2020","Taipei","24","25","6"
"Apr 07,2020","Addlestone","2.47","81","2"
"Apr 07,2020","Bridgewater","8.82","34","3"
"Apr 07,2020","Dallas","11.76","17","2"
"Apr 07,2020","Cupertino, CA (Mist)","2.7","111","3"
"Apr 07,2020","Durham, NC","8.33","48","4"
"Apr 07,2020","Herndon, Bldg 1","9.52","126","12"
"Apr 07,2020","Quincy, WA GEO DC Bldg A","87.5","32","28"
"Apr 07,2020","SVL Building 5","28.13","64","18"
"Apr 07,2020","SVL Building 8","82.22","45","37"
"Apr 07,2020","SVL Building A","5.87","1260","74"
"Apr 07,2020","SVL Building B","5.02","1335","67"
"Apr 07,2020","Westford NEIC R&D","7.3","452","33"
"Apr 08,2020","Westford NEIC R&D","8.63","452","39"
"Apr 08,2020","SVL Building B","5.69","1335","76"
"Apr 08,2020","SVL Building A","5.71","1260","72"
"Apr 08,2020","SVL Building 8","64.44","45","29"
"Apr 08,2020","SVL Building 5","26.56","64","17"
"Apr 08,2020","Quincy, WA GEO DC Bldg A","81.25","32","26"
"Apr 08,2020","Herndon, Bldg 1","8.73","126","11"
"Apr 08,2020","Durham, NC","6.25","48","3"
"Apr 08,2020","Cupertino, CA (Mist)","4.5","111","5"
"Apr 08,2020","Bridgewater","11.76","34","4"
"Apr 08,2020","Belfast","11.11","18","2"
"Apr 08,2020","Addlestone","1.23","81","1"
"Apr 08,2020","Taipei","20","25","5"
"Apr 08,2020","Stockholm","5.88","17","1"
"Apr 08,2020","Singapore","1.47","68","1"
"Apr 08,2020","Amsterdam","6.69","254","17"
"Apr 08,2020","Tokyo, Japan (Shinjuku)","2.26","177","4"
"Apr 08,2020","Seoul, Korea","22.73","44","10"
"Apr 08,2020","India-Mumbai","4.17","24","1"
"Apr 08,2020","Milan","10.53","19","2"
"Apr 08,2020","Tokyo, Japan (Kyobashi)","2.86","35","1"
"Apr 08,2020","India Elnath Bldg 5","5.59","1896","106"
"Apr 08,2020","India-Electra, Bldg 4","3.57","1233","44"
"Apr 08,2020","India-Bagmane Tridib, Bldg 3","3.31","483","16"
"Apr 08,2020","Dublin","4.55","22","1"
"Apr 08,2020","Hong Kong","13.89","72","10"
"Apr 08,2020","Paris, France","5.08","59","3"
"Apr 08,2020","America s Demo Pool- Sterling VA","75","4","3"
"Apr 08,2020","Guangzhou, China","31.58","19","6"
"Apr 08,2020","Shanghai","38.1","42","16"
"Apr 08,2020","Munich","15.38","13","2"
"Apr 08,2020","Beijing CSS","2.99","67","2"
"Apr 08,2020","Beijing R&D","81.21","149","121"
"Apr 08,2020","Beijing Sales","4.08","49","2"
"Apr 08,2020","Kanata Optical (BTI Ottawa)","4.76","21","1"
"Apr 08,2020","Kanata (R&D)","3.92","51","2"
"Apr 08,2020","Sydney Sales","15.56","45","7"
"Apr 08,2020","Melbourne Sales","7.55","53","4"
"Apr 09,2020","Melbourne Sales","9.43","53","5"
"Apr 09,2020","Sydney Sales","11.11","45","5"
"Apr 09,2020","Kanata (R&D)","3.92","51","2"
"Apr 09,2020","Brussels","50","2","1"
"Apr 09,2020","Kanata Optical (BTI Ottawa)","14.29","21","3"
"Apr 09,2020","Beijing Sales","2.04","49","1"
"Apr 09,2020","Beijing R&D","77.18","149","115"
"Apr 09,2020","Beijing CSS","1.49","67","1"
"Apr 09,2020","Munich","23.08","13","3"
"Apr 09,2020","Shanghai","21.43","42","9"
"Apr 09,2020","Guangzhou, China","31.58","19","6"
"Apr 09,2020","America s Demo Pool- Sterling VA","75","4","3"
"Apr 09,2020","Paris, France","6.78","59","4"
"Apr 09,2020","Hong Kong","8.33","72","6"
"Apr 09,2020","India-Bagmane Tridib, Bldg 3","3.31","483","16"
"Apr 09,2020","India-Electra, Bldg 4","3","1233","37"
"Apr 09,2020","India Elnath Bldg 5","4.85","1896","92"
